Private IP,Instance Name,Tags
10.248.225.46,WhiteCap UAT Application and Batch Server,WorkloadType=UAT; AwsBackup=Required; CostCenter=WhiteCap
172.30.150.11,JAS Dev Application and Batch Server,WorkloadType=Dev; AwsBackup=Required; CostCenter=JAS
172.30.132.22,Tekton Production Application Server 1,AwsBackup=Required; CostCenter=Tekton; WorkloadType=Production
172.30.101.7,Sears Production Application Server 1,WorkloadType=Production; AwsBackup=Required; CostCenter=Sears
10.248.224.39,WhiteCap Production Batch Server - 1,CostCenter=WhiteCap; AwsBackup=Required; WorkloadType=Production
172.30.150.7,JAS Production Application Server - 1,WorkloadType=Production; AwsBackup=Required; CostCenter=JAS
10.64.12.55,DIB Production Batch Server - 2 (DXN - DOMS),WorkloadType=Production; AwsBackup=Required; CostCenter=DoItBest
10.64.12.53,DIB Production Application Server - 4 (WCO),CostCenter=DoItBest; AwsBackup=Required; WorkloadType=Production
10.64.12.51,DIB Production Application Server - 8 (SIK),CostCenter=DoItBest; AwsBackup=Required; WorkloadType=Production
10.64.12.61,DIB Production Batch Server - 5 (SIK),AwsBackup=Required; CostCenter=DoItBest; WorkloadType=Production
172.30.128.38,ZPA-App-Connector-East2-VPC1-Node-1,AwsBackup=Required; WorkloadType=Production; CostCenter=Softeon
172.30.140.48,BFA Production Application Server 1,WorkloadType=Production; CostCenter=BFA; AwsBackup=Required
10.64.12.7,DIB UAT Application Server - 2,WorkloadType=UAT; AwsBackup=Required; CostCenter=DoItBest
10.248.225.26,WhiteCap Dev Application and Batch Server,CostCenter=WhiteCap; WorkloadType=Dev; AwsBackup=Required
172.30.130.12,USP Motor Sports UAT Application and Batch Server,AwsBackup=Required; CostCenter=USP Motor Sports; WorkloadType=UAT
10.64.12.6,DIB Production Batch Server - 1 (DXN - WMS),AwsBackup=Required; CostCenter=DoItBest; WorkloadType=Production
172.30.130.19,USP Motor Sports Production Application Server - 1,AwsBackup=Required; CostCenter=USP Motor Sports; WorkloadType=Production
10.248.225.78,ZPA-App-Connector-WhiteCap-VPC-Node-1,WorkloadType=Production; AwsBackup=Required; CostCenter=Softeon
172.30.144.7,Gabes Production Application Server - 1,AwsBackup=Required; CostCenter=Gabes; WorkloadType=Production
10.64.12.228,ZPA-App-Connector-DoItBest-Ohio-VPC-Node-1,CostCenter=Softeon; WorkloadType=Production; AwsBackup=Required
10.248.225.13,WhiteCap Training Application and Batch Server,WorkloadType=Dev; CostCenter=WhiteCap; AwsBackup=Required
172.30.164.17,TIG Production Batch Server,CostCenter=TIG; WorkloadType=Production; AwsBackup=Required
172.30.164.28,TIG Production Application Server-1,CostCenter=TIG; WorkloadType=Production; AwsBackup=Required
172.30.166.13,Hayes Production Application Server - 1,WorkloadType=Production; CostCenter=Hayes; AwsBackup=Required
172.30.164.56,TIG Production Application Server-2,AwsBackup=Required; WorkloadType=Production; CostCenter=TIG
172.30.166.61,Hayes Production Batch Server - 1,AwsBackup=Required; CostCenter=Hayes; WorkloadType=Production
172.30.166.39,Hayes Production Application Server - 2,CostCenter=Hayes; WorkloadType=Production; AwsBackup=Required
10.225.0.20,Softeon-SFTP-Server1,WorkloadType=Production; AwsBackup=Required; CostCenter=Softeon
10.225.12.16,Hensley UAT Server-Ex,AwsBackup=Required; CostCenter=Hensley; WorkloadType=UAT
10.0.30.43,LNF Production Batch and Vocllect Server,WorkloadType=Production; AwsBackup=Required; CostCenter=LNF
10.0.30.46,LNF Production Server Node 2,CostCenter=LNF; AwsBackup=Required; WorkloadType=Production
10.0.30.22,LNF UAT Application and Batch Server,WorkloadType=UAT; CostCenter=LNF; AwsBackup=Required
10.0.30.4,LNF Production Server Node 1,CostCenter=LNF; AwsBackup=Required; WorkloadType=Production
10.0.30.18,LNF D365 Production Batch Server,WorkloadType=Production; AwsBackup=Required; CostCenter=LNF
10.64.20.6,DoItBest-N.CA Production Batch Server - 1 (MSQ),WorkloadType=Production; CostCenter=DoItBest; AwsBackup=Required
10.64.20.22,DoItBest-N.CA Production Application Server - 1 (MSQ),CostCenter=DoItBest; WorkloadType=Production; AwsBackup=Required
10.225.0.94,ZPA-App-Connector-West1-VPC1-Node-1,AwsBackup=Required; WorkloadType=Production; CostCenter=Softeon
10.225.12.13,Hensley Production Application  Server 1,WorkloadType=Production; CostCenter=Hensley; AwsBackup=Required
10.225.12.11,Hensley Production Batch Server,AwsBackup=Required; CostCenter=Hensley; WorkloadType=Production
10.225.12.8,Hensley Production Application  Server 3,AwsBackup=Required; CostCenter=Hensley; WorkloadType=Production
10.64.20.78,DoItBest-N.CA Production Application Server - 2 (MSQ),WorkloadType=Production; AwsBackup=Required; CostCenter=DoItBest
10.64.20.70,ZPA-App-Connector-DoItBest-N.CA-VPC-Node-1,WorkloadType=Production; AwsBackup=Required; CostCenter=Softeon
10.225.12.46,Hensley Production Application  Server 4,CostCenter=Hensley; AwsBackup=Required; WorkloadType=Production
10.225.12.44,Hensley Production Application  Server 2,CostCenter=Hensley; WorkloadType=Production; AwsBackup=Required
172.25.20.6,ITS-Logistics UAT Application and Batch Server,AwsBackup=Required; WorkloadType=UAT; CostCenter=ITS-Logistics
172.25.20.48,ITS-Logistics Production Application Server - 2,CostCenter=ITS-Logistics; WorkloadType=Production; AwsBackup=Required
172.25.20.56,ITS-Logistics Production Batch Server - 1,AwsBackup=Required; CostCenter=ITS-Logistics; WorkloadType=Production
172.25.30.8,ACT-Fulfillment UAT Application and Batch Server - 1,WorkloadType=UAT; CostCenter=ACT-Fulfillment; AwsBackup=Required
172.25.20.15,ITS-Logistics Production Application Server - 1,AwsBackup=Required; CostCenter=ITS-Logistics; WorkloadType=Production
172.25.30.25,ACT-Fulfillment Production Application - 1,CostCenter=ACT-Fulfillment; WorkloadType=Production; AwsBackup=Required
172.25.10.104,OIA Production Batch Server,CostCenter=OIA; WorkloadType=Production; AwsBackup=Required
172.25.32.61,StandardFiber Production Application Server-2,CostCenter=StandardFiber; WorkloadType=Production; AwsBackup=Required
172.25.30.57,ACT-Fulfillment Production Batch Server,CostCenter=ACT-Fulfillment; WorkloadType=Production; AwsBackup=Required
172.25.30.39,ACT-Fulfillment Production Application - 2,CostCenter=ACT-Fulfillment; WorkloadType=Production; AwsBackup=Required
172.25.32.5,StandardFiber UAT Application and Batch Server,WorkloadType=UAT; AwsBackup=Required; CostCenter=StandardFiber
172.25.10.17,OIA UAT Application and Batch Server,CostCenter=OIA; AwsBackup=Required; WorkloadType=UAT
192.168.161.25,G3 Production Application Server - 2,CostCenter=G3; WorkloadType=Production; AwsBackup=Required
192.168.161.23,G3 UAT Application and Batch Server,AwsBackup=Required; CostCenter=G3; WorkloadType=UAT
172.25.10.25,OIA Production Application Server - 1,CostCenter=OIA; AwsBackup=Required; WorkloadType=Production
172.21.130.37,ZPA-App-Connector-HonestProd-VPC-Node-1,AwsBackup=Required; CostCenter=Softeon; WorkloadType=Production
172.21.130.61,Honest WMS Prod Node 2,AwsBackup=Required; WorkloadType=Production; CostCenter=Honest
10.64.16.20,DoItBest-West Production Application Server - 3 (WBN),WorkloadType=Production; AwsBackup=Required; CostCenter=DoItBest
10.64.16.21,DoItBest-West Production Batch Server - 2 (WBN),WorkloadType=Production; AwsBackup=Required; CostCenter=DoItBest
172.25.32.27,StandardFiber Production Application Server-1,WorkloadType=Production; AwsBackup=Required; CostCenter=StandardFiber
172.25.32.29,StandardFiber Production Batch Server,WorkloadType=Production; CostCenter=StandardFiber; AwsBackup=Required
172.21.130.17,Honest WMS Prod Node 1,CostCenter=Honest; AwsBackup=Required; WorkloadType=Production
192.168.161.120,G3 Production Batch Server,WorkloadType=Production; AwsBackup=Required; CostCenter=G3
192.168.161.126,G3 Production Application Server - 1,AwsBackup=Required; CostCenter=G3; WorkloadType=Production
10.64.16.42,DoItBest-West Production Application Server - 4 (WBN),WorkloadType=Production; AwsBackup=Required; CostCenter=DoItBest
192.168.161.105,ZPA-App-Connector-G3-VPC-Node-1,CostCenter=Softeon; WorkloadType=Production; AwsBackup=Required
10.64.16.52,ZPA-App-Connector-DoItBest-Oregon-VPC-Node-1,CostCenter=Softeon; WorkloadType=Production; AwsBackup=Required
172.25.0.89,ZPA-App-Connector-West2-VPC1-Node-1,CostCenter=Softeon; AwsBackup=Required; WorkloadType=Production
